text,group
Varies with different cars. Must check on service manuals.,btohqsg
I think gt photo can see the sizes,btohqsg
I don't even know what type is for CHR,btohqsg
Help u spot n see if tore got kena nail anot,btohqsg
sry bro i need make a move first. gf waiting for me liao 😅😅😅,btohqsg
Have fun with ur gf in ur new car :3,btohqsg
Means next time when@ishengjieopen own shop  will have nice relax area can bbq all that 😂,btohqsg
Like here... Too bad they close down before I get to go,btohqsg
Also hopefully he don't open in ulu place 😂,btohqsg
🔸️SPONSORED POST🔸️Enjoy 10% OFF ALL services just for SCD members!Workshop:✨️FDK Leasing & Services,btohqsg
Can ta bao bk for us haha,btohqsg
I want beef with cheese burger,btohqsg
Big thank you for the supports and those who came down ! 🙏🏻🙏🏻@francannnn@bubaiii@hayleescd@DesVvv@SolahXKikou@gggavviinnash@mazda3hatchback,btohqsg
Wa u all don’t sleep sia lol,btohqsg
Rest well. U wash alotnof car also,btohqsg
Wah now ryde a lot of ppl wan go airport sia,btohqsg
They going holiday. Long weekend ma,btohqsg
This was what i was talking about@DesVvv,btohqsg
if they turning right not wrong lol,btohqsg
if they going stright then got issue,btohqsg
Cause from here turn alr  is either go pie changi or straight to some ulu place alr. I went the ulu place  they went highwsy,btohqsg
I sure slow down see see if it's anyone I know,btohqsg
Then when bored just cruise beside them a while then vtec away,btohqsg
Morning guys  any lobangs for second hand rim? 17”,btohqsg
Anyone watch Bling empire ? Haha,btohqsg
Wha this feller don't sleep one,btohqsg
any recom workshop in jb install strutbar?,btohqsg
Socket set and a strong arm can already,btohqsg
But I going woodlands because my workshop in woodlands 😂,btohqsg
U can go by Tuas then go jb,btohqsg
I need passenger if not sure horland,btohqsg
Hahaha tot u say wont jam one,btohqsg
If I did. I’m sorry haha,btohqsg
I have a set of Replica SSR type F  16x7 PCD 5x114.3 ET38. Selling at 150. Pm if keen guys,btohqsg
Oh. That time I go wont haha,btohqsg
Sian no reason to go woodlands already... Workshop too packed,btohqsg
early morning go mod simi sia,btohqsg
but this time i doing early,btohqsg
Then few months later change LSD oil,btohqsg
Even though the LSD oil should last a while,btohqsg
Then same time take out spark plugs have a look if healthy,btohqsg
normally if spark plug spoil what will happen ah,btohqsg
You'll be able to tell if running rich  lean or good,btohqsg
If spoil I think will be same as a dead coil,btohqsg
Ever had a dead coil on a kia  engine runs very very rough,btohqsg
Dead coil on euroR. Is like a boxer engine,btohqsg
Ya like cannot make it once got a dead coil,btohqsg
But that time I changed to new coils and the engine became very responsive,btohqsg
Change 2 out of 4 some more,btohqsg
I hear this shop before quite famous.,btohqsg
sentosa now like dead shopping mall lol,btohqsg
Is it... Maybe because opening hours flexible,btohqsg
I go because the boss is my drink kaki,btohqsg
I want do audio but can’t find shop haha,btohqsg
Old car 7k km need to change oil,btohqsg
A shop that won’t go again haha,btohqsg
Rubbish la. Its up to individuals car,btohqsg
Your honda fit new car  must maintain well. Change oil every 1k. 🤣,btohqsg
Rubbish la. Its up to individuals car,btohqsg
First time ksl no ppl yet,btohqsg
Your EF need to change oil every 500km  😂,btohqsg
I change At 7 to 8k for that car.,btohqsg
I’m at the inspection center and I guess I’m about to find out,btohqsg
@Mazda3hatchbacki like this shot alot lol.,btohqsg
Bro check your android player where you get?,btohqsg
The shop. Book before u go down,btohqsg
How much you installed it for? Check it’s 9 inch correct?,btohqsg
Ya. But he give my friend 550$,btohqsg
Cause I fit. My friend drive same car as boss,btohqsg
My friend texted me. He charge him 550$ 6gb.,btohqsg
No la. Cos u handsome. Thats why u charge 599,btohqsg
Different car manufacturer sell different price,btohqsg
Your tesla screen is good enough. Don't change,btohqsg
Big wide screen. Watch movie also shiok,btohqsg
But ok la. Planning to add two speaker and tweeter from there,btohqsg
My friend checking with his contact in JB to do subwoofer for me,btohqsg
I wait for him to confirm first,btohqsg
Don't like where my subwoofer is,btohqsg
Oh fk I just realize my plate buey pass,btohqsg
Wa ok leh he let me off,btohqsg
I literally told him this haha,btohqsg
You also don't mod so stock is ok,btohqsg
Veloster getting more and more uncommon wor,btohqsg
Uncommon when car spoil hard to find part,btohqsg
Uncommon then can sell rocket price,btohqsg
Selling.. wear and tear just change last week with new clutch. Lowest engine milage in SG  no overhaul unopen. PM-@Ysiwei,btohqsg
Clutch can sell ice cream one,btohqsg
I saw fit put gt wing 😂🫣,btohqsg
Legend says this car used to be 2nd fastest,btohqsg
Both car can move... Not spoil,btohqsg
WAHAHAHAHAHAHAHAHAHAH eh. I buang until my lip and bumper all finish.,btohqsg
