text,group
ha then the downpayment is forfeited,btohqsg
Ah long also come here solicit business ? 😂,btohqsg
lol he wave alot of times liao,btohqsg
[BTO Exclusive] Get FREE up to $30 FairPrice Vouchers with Purchase of Selected Ariston Water Heaters From 25 August to 31 October 2020https://blog.btohq.com/bto-exclusive-get-free-up-to-30-fairprice-vouchers-with-purchase-of-selected-ariston-water-heaters-from-25-august-to-31-october-2020,btohqsg
I would like to check BTO ballot  is the third child priority scheme group first timer and second timer together for balloting?,btohqsg
Check out Punggol Point Cove August 2020 updated development progress!Like and follow BTOHQ for future updates!#punggolpointcove#punggol#btohttps://www.btohq.com/development-progress/bto/punggol-point-cove,btohqsg
how did you even ended up here,btohqsg
as usual whenever I'm at my in-laws',btohqsg
WFH might be the trend in the future,btohqsg
hello! roughly when will the ballot result release?,btohqsg
as hdb put early september so was wondering when will it be out,btohqsg
haha just wait for another week,btohqsg
Anyone knows when Sales of Balance will be made available?,btohqsg
Good luck for all balloted aug de,btohqsg
easier to get for Pasir Ris,btohqsg
to have 20% chance to get balloted  PR =#190 for 3rm  PR=#442 for 4rm  PR=#386 for 54m,btohqsg
I think pasir ris is the least popular isn't it,btohqsg
if you opt for 3rm confirm can get it since its below 1.0 for first timee,btohqsg
Usualllly ahhh results out on friday,btohqsg
so either 4th or 11th sep,btohqsg
But 11th over the 3 weeks mark liao,btohqsg
however  I got the result on a Monday via email,btohqsg
during my 3x of balloting  the results were out after 6 weeks,btohqsg
so for this launch  1st week of sept is very early,btohqsg
Feb bto results was out on mar6,btohqsg
Same as mine . Balloted in late may   result out in early july . But that was 3 years ago liao,btohqsg
Yaya 3 years ago is tt long.,btohqsg
yaya means we are getting keys soon,btohqsg
Tbh bida seems really long from start to completion,btohqsg
punggol northshore is long too since 2015,btohqsg
Nope . Another 2 more years before i get my keys . Woodlands project,btohqsg
my BTO was may 2017 too but earliest to TOP is next June,btohqsg
Oh . Mine earliest 1st Q 2022 . 5 blocks of 30 floor   so far 2 blocks are at 10 floor . The other 3 blocks are at 5-6 floros only,btohqsg
Doubt i can get keys in 2022 Q1 😁,btohqsg
30 floors no wonder the duration,btohqsg
Halfway through my bto project seems to chang contractor too thats why so delayed,btohqsg
All the machines were pulled out suddenly . So i assumed is change of contractors,btohqsg
Oh as long as HDB hands over you the key before the mentioned date OK lah,btohqsg
No worries  its well taken care of 😉,btohqsg
Hi All  quick question  I’m on the HDB page and saw this page  is this sales of balance?,btohqsg
Would like to know about tampines greenflora progress. Any idea?  I can't find any thing about the progress. 😅,btohqsg
But some bto can see the progress update. But my BTO don't have.,btohqsg
"Hi guys  want to check what is a ""airwell"" stated in the BTO site plan?",btohqsg
the air vent from the underground car park. Additional air for you to dry clothes lol.,btohqsg
Airwell is a non box up area..Allows light to penetrate and air to circulate..,btohqsg
Oh! So that is a airwell,btohqsg
Weirdly  I'm shock why there is a whole stretch of particular units not being selected for the tampines greencourt,btohqsg
It's beside a airwell and nothing else but not sure why that whole stretch of unit wasn't taken.. Any advice?,btohqsg
I don't mind  but what's holding everyone back  that's what I'm curious,btohqsg
eh if bought resale and ballot for BTO  need to pay levy right,btohqsg
