text,group
Ye man.....i sibei off form on lalaBut gj i on 11th trip,btohqsg
Friday very hard to do 15tTio 2x multi stop gg liao,btohqsg
Alvin now 7 trip liao ah,btohqsg
Lanjiao lala 4pm order changes to 5pm ans now change to 530pm,btohqsg
Jibai my 530pm order had to be cancel,btohqsg
The timing and locNo need scare no call,btohqsg
Dun worry broSome days we did good while some really FStay Frosty bro....tml will be better.,btohqsg
Today relax modeTmr than  try 25t,btohqsg
2day lahOne day how canTio multi stop 1t need 2 hr,btohqsg
now a lot of bike jobs,btohqsg
Ok pk liaoGj 13T $134.96Lala 4T $62.56,btohqsg
Today lala car job very weak,btohqsg
All keep money on 10 may,btohqsg
Wad u meant by tht bro,btohqsg
U no see 10 may so many advance,btohqsg
Ye man i got 9 advance orders for the day liaoBut all sub out,btohqsg
How can u got 9 aj,btohqsg
But i dun give a shit on locationLuckily only the last 2 orders a bit out of the way but nvm,btohqsg
yalaBut no matter how u clickCan't be 9 advance in one day,btohqsg
Errrm why cant? 1st order is 830am and last order is 630pm,btohqsg
9 orders normal for such a hot day,btohqsg
To be honestThx to ur suggestion on the big fontMy success rate of getting a job rise from 4% to a whopping 62% over the last 30 jobs,btohqsg
Ask those in this forum  although this is illegal under lala,btohqsg
I only click advance bookings till Sunday only,btohqsg
Said before ahMany things we do r not very legal. Hahaa,btohqsg
Find someone to take over ur job if u cannot do,btohqsg
Payment via paynow after work is done,btohqsg
There r many shit we do that can tio banThe auto clicker is already one of those hahah,btohqsg
Anyway drive safeGot problem to complete order faster sound out....least theres a chance here someone can help,btohqsg
I do the orders yourself or usually you sub out,btohqsg
Of coz i do myself laOnly if something crops up and i cant do  then i call for help lorI took jobs this sunday coz my cousin got nthing to do thus he do for me. I dun work on sunday,btohqsg
Cant gt any better than this11am lala at star vista1015 gj trip BB to star vistaBest,btohqsg
Orders disappear in less than half second man,btohqsg
Was at loyang waiting n changi orders literally flash n gone haha,btohqsg
Ios abit lag when open job,btohqsg
No wonder my friend google phone did 14 orders in a day,btohqsg
Damn shag if they kena one drop bedok next pickup jem.,btohqsg
Those blind press or auto click all samee,btohqsg
2hr don't know can finish bo,btohqsg
Bro u geng . I also just now see this order,btohqsg
Now at jurong east liao just do 1 grab,btohqsg
Anyone with recommendations on where to park for the PLQ mall?,btohqsg
hi bros  for food.the order is fortomorrow.doi need to call the food people today?,btohqsg
Many jobs indeedSuitability........ 1 out of 100,btohqsg
I in yishun n my 4pm order in orchard,btohqsg
got one woodlands to chai chee S$39,btohqsg
I no see on my screenI selected NOW only... Not all jobs,btohqsg
my regular pickup at ocbc centre and i stay woodlands,btohqsg
afternoon i went pickup 11am 3 orders to tampines and pasir ris.,btohqsg
ask me go down to pick up for dinner  told him.i only do lunch.,btohqsg
