text,group
Means TG SG is on a premium?,btohqsg
I think return to Split Price   not to short change investors,btohqsg
If 1.6 cover my lossesBrought at 1.9 & 1.95Lol,btohqsg
Tuan sing n hanwell look good,btohqsg
TG go back original price right,btohqsg
See how market not in my control,btohqsg
Those that bought at low 2 now smiling to bank,btohqsg
Abundance or enviro hub back in play?,btohqsg
Just be a bit careful on TG.. 2 days ago  ppl think it is only worth 2.1  but now at 2.8 and nothing much has changed except a positive report from CIMB and also they are going to release result this week..,btohqsg
Try some MOYA 65...clinch water contract,btohqsg
MOYA profitable water plays...look good to breakout 66 today.....target aim 75,btohqsg
Lai lai MOYA 1 mouth break 66 go 70 instantly??,btohqsg
Sgmaster.dou have the chart for cfm? Thanks,btohqsg
MOYA breakout 66 now...wah power lai le,btohqsg
When aem turn down.. mkt likely follow,btohqsg
MOYA look good to breakout 67 1 mouth? later should go above 7cents...target 7.5cents,btohqsg
Could be.. kena that in IPS.. so a bit wary,btohqsg
Got more MOYA 66...think very atttractive today,btohqsg
Can't sell leh haven hit TP haha,btohqsg
MOYA lai le 1 mouth clear 67?...BBs gunning it today...big player inside,btohqsg
MorningTG still can enter the price olreadi up ?,btohqsg
I feel once MOYA breakout 67 should at least see it above 70 today,btohqsg
still a good price compared to future value,btohqsg
i think this time will be good,btohqsg
it drops from 3.16 so still got some room to go up. Depends on whether you want to gamble on their FY2020 results which will be released in 3 days' time,btohqsg
wa jt no volume at all hahah,btohqsg
I give up on MT... hope the BB in TG will rotate over to work on it,btohqsg
MOYA lai lai dont shy 1 mouth break 67..?....Hope can huat big on this today....,btohqsg
I think it is more like bad report coverage screwing up the sentiment 1st,btohqsg
Hanwell look like going to fly,btohqsg
Futures up but always our index...,btohqsg
Be cation 👌 Research House Macquarie downgrade Top Glove,btohqsg
Medtecs will rise in the afternoon,btohqsg
Suggest you to read our chat first before warning,btohqsg
Macquarie is asking investors to take profit,btohqsg
The report came out already sold from 2.7 to 2,btohqsg
Then now you talk about the report?,btohqsg
Smart alec acting not very smart,btohqsg
Macquarie issues that report and then sell down to scare retail investors to cut loss so that they can buy much cheaper,btohqsg
All PPE stocks up except Mt 😤,btohqsg
Let's see the result announcement out  investors won't dump 🙏,btohqsg
They need payout these call warrants by oct  the higher the price  the more they lose,btohqsg
I sold my 20 lots at 1.33 liao see this cmi today,btohqsg
still keeping my 20 lots TG till results,btohqsg
Singapore’ Sembcorp explores stake sale in India thermal power businesshttps://www.livemint.com/industry/energy/singapore-sembcorp-explores-stake-sale-in-india-thermal-power-business-11594277347705.html,btohqsg
How about UG healthcare?Can share the link to the chart grp?,btohqsg
MOYA seem to aborb very well 66...saw a few 500 taken up...anyway this week seem to be a better MOnday,btohqsg
Don’t play play with Mr Tan  he don’t allow his baby to be shot down100M not enough 200M then,btohqsg
Abundance has a big buy wall,btohqsg
He can easily swallows SG competitors and gain market strength...,btohqsg
