text,group
Me when I see a 1.3 Roc on PIE,btohqsg
Sorry I got adhd. Clinically diagnosed,btohqsg
U know my name not my story🇸🇬🇸🇬🇸🇬,btohqsg
Nvm is ok I support u 👍,btohqsg
where these farmers get strawberry cows,btohqsg
yea we don’t know ur story. Neither do we want to know,btohqsg
did u know we’re actually in love,btohqsg
i want to get out 🔥🔥🥰🥰❤️❤️,btohqsg
Unless ur not classy enuff to understand the show,btohqsg
he was shot and killed at the age of $4&;48,btohqsg
at the age of square root 0 minus eighty two point three,btohqsg
he was 4 dollars and 48 cents,btohqsg
wow and he tried running away..,btohqsg
he was too short of change 😢😢,btohqsg
Bro the punts r back HAHAHA,btohqsg
eh fuck u dont be funny i legit dying,btohqsg
pls call ambulance wee woo wee woo,btohqsg
i need a wird with u in privade,btohqsg
as soon as possible stone ???,btohqsg
aita for throwing rocks at construction dorms,btohqsg
Tan Kin Lian would do this,btohqsg
no he would take discreet pics of pretty girls on the bus and post them on fb,btohqsg
Oh but we cannot see cos he cannot show us,btohqsg
you will get this but you have to marry your 2nd @,btohqsg
@qurnlsis my second choice what HAHA,btohqsg
But do u got 50 million power in league of kingdoms,btohqsg
let’s keep it a secret between us,btohqsg
Download now and use voucher code 777,btohqsg
he took my phone and typed it not me,btohqsg
use china as your first nation,btohqsg
you know id never do anything like that to you,btohqsg
I TOLD U THAT IN CONDFIXENCE,btohqsg
Hazel pls don’t code in u sleep,btohqsg
admin pls mute for 1 hr,btohqsg
how can u not take Singapore Car Meets Chat seriosuly?,btohqsg
I immediately thought of juice wrld,btohqsg
Juice world but not in this world🥶🥶🥶,btohqsg
What do y’all think hitlers last words were,btohqsg
Idk but I rly support his idea,btohqsg
What if he fucked the gun then he shot himself,btohqsg
Even more reason for me to support Hitler’s idea,btohqsg
newly bloomed flower eaten by dog 💔,btohqsg
guys one day let’s all go to jem and ask for his autograph,btohqsg
that’s the man i fell in love with 😍,btohqsg
wow this sticker rlly animates it well,btohqsg
cb we marry 3rd time alr,btohqsg
have u never seen the video,btohqsg
wow scm become game chat again zzz,btohqsg
The pins are the Jews I knock down,btohqsg
He mas on my se till I lamat,btohqsg
