text,group
Nvm laLtr peak sure gt a lot,btohqsg
Can I ask this need toonup now ? Or now cant take cash job  only ?,btohqsg
Wtf bro 8 trips liao??? Legendary,btohqsg
Then also can received job right ?,btohqsg
If i nt wrongCan only take credit job for nw,btohqsg
I dun remember they allow for negative balance unless customer payment issues,btohqsg
Bro u all power   I really cant take the job . Very very faster get people take it,btohqsg
Ask alvin lorHis fingers jitao glue to the screen,btohqsg
Cant earn much from lala these daysI estimate more than 10k drivers n riders,btohqsg
How to take..... Success rate at 4% nia,btohqsg
Ya I think so when job coming only 1or2 sec can take the job .,btohqsg
Aiya like gjSome can most cantThese days aim to hit nett 150Anything abv is bonus,btohqsg
Lol ya lorTake it easy lor,btohqsg
Can do a few to cover here n there ok liao,btohqsg
Only 1 or 2 sec .but now 1 more job also not .lol,btohqsg
1 or 2 secs?Lol 0.5 more likely,btohqsg
Then why I said I all so power can take the job,btohqsg
I at home leaving at 330pm to my 4pm order and on my orther phoneI saw at least 6 sk jobs.All i try to take... All fail,btohqsg
Take those lanjiao jobs lor like me lor,btohqsg
Wheelock placeLucky plazaPlaza sgAnd later i nd to go cathay,btohqsg
I 1 more lanjiao job also no more .lol,btohqsg
Go beach rd n camp thereU see a lot of lalamove zombies thereEyes n fingers shut on the phone without moving a single inch,btohqsg
Yhats 35% of my daily target,btohqsg
This I slow u 1 sec lolz just now,btohqsg
1 sec is too slow liao hahha,btohqsg
Today u confirm hit 200nett haah,btohqsg
Icant take job all driver really very fast lolz,btohqsg
Nvm la... 2hr 47 bucks..... Ok leh,btohqsg
No work is easyLeast u r blessed with fast fingers n good quick time reaction (QTR),btohqsg
But want wait 5.30 pm ....,btohqsg
2 hr have 80 already power.,btohqsg
Go before want call to ask first ?,btohqsg
Only show him app see right ?,btohqsg
Anyone of u guys got food delivery bags? Can put on motorcycles?,btohqsg
Thx for the infoShall chkLalamove chatge 60 bucks for their bag,btohqsg
I dun hv even a single cash job lol,btohqsg
His shop alot of these things,btohqsg
Lalamove a lot of pattern pattern badminton,btohqsg
Can I ask every day want cash out ? Or auto cash out every week ?,btohqsg
AlvinI realise something with the large fonts,btohqsg
But realise....for car orders...2nd and 3rd button to press is the same but for motorcycle orders...the confirm button is way higher,btohqsg
When your button too big.. Doesn't matter anymore,btohqsg
Lolol can meh...can see the order meh,btohqsg
Knn they reduce the incentive already,btohqsg
Landscape can see fare  bike or car job?,btohqsg
Fare will be blocked by chat icon abit,btohqsg
Too longHard to see one grace,btohqsg
Go get the sticker and paste it onRemove it after they take photo (2 days later)Ok liaoMany r doing tht,btohqsg
Why very hard to get orders?,btohqsg
If you have attended it. All these are relatively simple common sense questions.,btohqsg
