text,group
at least u slack u know much more u can slack,btohqsg
As in cycle between study and rest,btohqsg
u got any ideal course u wanna get in?,btohqsg
or the typical CS master race,btohqsg
then u need to be creme of crop,btohqsg
sign on ocifer still best imo,btohqsg
what’s w the sign on shit HAHAHAHA,btohqsg
U can run in ns u king rdy,btohqsg
Zuo bo but ippt gold  ranking cfm up there,btohqsg
Then just ER and find job elsewhere cause you're 30 and still have a degree,btohqsg
IPPT Gold helps you in ranking as a regular?,btohqsg
I mean if you got nth to show den ippt gold means ur sofun hood,btohqsg
Definitely not the Guards or CDO ah since everyone is Gold there,btohqsg
Eh  isn't dy oc just 2ic?,btohqsg
Mine is css so ur sofun good means ranking first,btohqsg
4 options1. ST Engineering2. DSTA3. DSO4. PHV driver,btohqsg
idk i dont get how ppl r crazy over koreans that are 90% plastic and lowkey kinda gay,btohqsg
Why does kpop suck in your opinion?,btohqsg
but some songs r kinda overhyped too,btohqsg
why is seven so hot i dont get it,btohqsg
it doesnt even sound that great,btohqsg
i only like txt  new jeans  ive and lesserafim,btohqsg
of people that dont even know u exist,btohqsg
i sell them for more than i purchase,btohqsg
and they r legit paper u can literally print em out,btohqsg
but those who collect like erm,btohqsg
still earn $1700 frm selling bts,btohqsg
Yeah  we know it's personal yet what about it that makes you feel as such?,btohqsg
a lot of ppl like my year head,btohqsg
keep posting kpop idols on their story,btohqsg
steven kor kor looking for gf anyone wanna troll him,btohqsg
like who is gonna even bother,btohqsg
maybe ur own fan base lah but like erm,btohqsg
Let them be ah  it's  their personal take as well what?,btohqsg
yeah im just curious about their thought process,btohqsg
i not close to anyone of such,btohqsg
Got any anime movies to recommend?,btohqsg
becuz its hard to talk to those ppl,btohqsg
idk anything about kpop so its v difficult to start a convo,btohqsg
Ayo  anyone here a kpop lover can help this guy out?,btohqsg
Yeah  I've watched Suzume  Weathering with you  Your Name  25cm/s,btohqsg
however if u love the weeknd or r&b ill fucking propose,btohqsg
ok maybe if u listen to fucking die for u,btohqsg
ignore the name its legit good,btohqsg
"""This ain't nothing to relate to?""",btohqsg
That fucking switch from Kiss to Land still just gets me,btohqsg
u dont watch typical seasonal anime?,btohqsg
ya the beat switch is insane,btohqsg
dk he no budget for a date.. can only eat bk ( im jkjk ),btohqsg
i just send my entire playlist here wait,btohqsg
Nope  I prefer movies since it's easier for me,btohqsg
House so empty need a centrepiece,btohqsg
Girls get loose when they hear this song,btohqsg
"""record man play my song on the radio""",btohqsg
u too busy trynna find that blue eye soul,btohqsg
I’ve been putting one of the girls and,btohqsg
"""Godamn Bitch I am not a teen choice""",btohqsg
"""And I swear too much on the regular""",btohqsg
My NS life is literally just Starboy,btohqsg
got a sweeet asian chick she go low mane,btohqsg
bro making me sound like snorlax,btohqsg
bro I haven’t seen u in FOREVER,btohqsg
I mean not like I’ve been at nus but wtf,btohqsg
i havent seen anyone in forever,btohqsg
mr chee not even in sch anymore,btohqsg
I didn't know anyone who actually listens to Trilogy & Kissland,btohqsg
i listen to all his albums,btohqsg
"Like every fan just quotes Starboy or the current After Hours & Dawn FM albums but where is my ""If it hurts to breathe  open the window""?",btohqsg
dude too much jennie singing or wtv shit bruh,btohqsg
My Fav is King Of the Fall,btohqsg
I felt like most of it is lily tho,btohqsg
mine's not actually die for u i was being sarcastic,btohqsg
i like alone again fron after hours,btohqsg
both kinda trash at singing ngl,btohqsg
was waiting for the weeknd's vocals,btohqsg
count it up its all for u,btohqsg
aint no way i finally found the weeknd lovers,btohqsg
all my friends hate the weeknd wtf,btohqsg
whatever is it don't go ST engineering,btohqsg
The lyrics are edgy after all,btohqsg
idk how they hating on a 11month top spotify artist,btohqsg
I have a whole podcast dedicated just to Dawn FM,btohqsg
album and song by the weeknd,btohqsg
i intern in st engineering aerospace systems,btohqsg
as in how it related to,btohqsg
pay is quite ass but intern is 900 so dubs for me,btohqsg
my father also said  avoid st eng at all cost hahaha,btohqsg
but ngl hhn this year the weekend house was not bad,btohqsg
uk st engineering is bad when there is regulars quit st to join saf,btohqsg
we shod like collab a playlist,btohqsg
"""Cause after the light  is it dark all alone  ALL ALONE""",btohqsg
den cfm kena whack coz u reg,btohqsg
bruh iw get the vinyls so bad but idh a player,btohqsg
only recent years st engineering pay started to increase  but still ass,btohqsg
the pro term phase still ok  heard is just lessons over lessons,btohqsg
BRO I WANTED TO GO SO BAD BUT O LVLS,btohqsg
Sentosa is vibes  I was there today and I loved itn,btohqsg
i need to experience the weeknd concert b4 i die,btohqsg
is paiseh coz you have ME4t,btohqsg
Yeah  Miami vibes at Sentosa Cove,btohqsg
be like me don't study and whack your o level,btohqsg
Time to feel heartbreak again and start having new episodes  no choice,btohqsg
Why I canmot dletee my own message,btohqsg
i go RI  SAF give me scholarship,btohqsg
Bro iw to do a whole,btohqsg
by age 30 i gnna become COL,btohqsg
I see you as CDF by 39,btohqsg
I cannot u grade econs alr,btohqsg
im gonna after hours on repeat tmr omg,btohqsg
Vibez   we should have a listening party lol,btohqsg
no la  i think i hit 1 or 2 star then maybe join PAP,btohqsg
I fked up h1 math next level,btohqsg
