text,group
But link to amaze wirh cimb world master card any points ?On cimb card or just amaze point!,btohqsg
Topping up to MA first seems to be much better if the BHS sum is reached. the access will flow to OA and SA.,btohqsg
Hi  after you link your citi rewards card to amaze  you just use it or you need to top up in amaze to use it? And for overseas spending do I need to top up or just use as per normal?,btohqsg
Hi guys  I have just sold my shares in WeBull  when can I withdraw the money out?,btohqsg
No need to top up.Just use it like normal.Just make sure to link your CRMC to your amaze card.The last 2 trips I went to Bangkok and Japan  Amaze works fine  I’ll usually test out the card at their 7-11,btohqsg
Hi guys  does using grabpay to pay income tax do I entitled grab point?,btohqsg
2 working days for the fund to settle.,btohqsg
Does the currency exchange takes days to settle before I can withdraw?,btohqsg
do u set-up ur apple pay/samsung pay fr ur EVOL? The mobile contactless cash back only applicable for paywave through apple pay/samsung pay  whereby online payment cashback only application fr online purchase.,btohqsg
Means I need to wait for 4 days to withdraw it out. Tnx,btohqsg
Hello  i have the women's world master card. Any idea how to get 4mpd for  retailshopping payment ?,btohqsg
Hi@ChrisHMSG Not sure if asked before... im using samsung phone and will be making a bigger transaction in retail locally... any idea how to make women's world mastercard 4mpd for retail?,btohqsg
Kris+ to pay for Cedele should use WWMC or Amaze(CRMC)?,btohqsg
Yes  sadlyAny idea what could work?,btohqsg
is there shopbackpay  kris+  buy now pay later app e.g. atome  pace  rely etc?,btohqsg
Ok i will pay attention for those! Thanks!,btohqsg
When I scan thr qr code  liquidpay say no enough funds. Any one experience it?,btohqsg
I am trying to top up MA using liquidpay,btohqsg
Is there credit card that has rebate / reward for insurance payments,btohqsg
Have you link it to credit card?,btohqsg
are only mastercard cards allowed to link w amaze card? amex cards cannot?,btohqsg
It should allow you to select the mode of payment after scan QR code,btohqsg
Hi all. If I use HSBC revolute card on payment via kopitiam app dose it have 2.5% Cashback?,btohqsg
Does hsb rev apply for grab wallet too.?,btohqsg
I never grab again unless it’s the cheapest options. I always choose TADA first  as they don’t “steal” hard earn money from the driver 👍🏻,btohqsg
Hi morningm got a qn abt uob one card. Is gym membership excluded from the 500$ spending?,btohqsg
Yes stealing hard earn money from driver is terrible … they’re working mostly very hardI’m cashing out Grab points too. Don’t want to deal with yet another useless rewards currency,btohqsg
Do contactless payments exceeding $200 still qualify for contactless spending rewards?,btohqsg
I think u need to swipe right to choose the credit card u want u use to pay for liquidpay,btohqsg
For the OCBC Thursdays 8% groceries/dining promotion  is the additional cashback credited in at the same time as the monthly cashback  or at a later time?,btohqsg
Am asking cos I got credited only the credit card monthly cashback today  but not the additional cashback..,btohqsg
Anyone who enjoyed this OCBC Thursdays promo able to advise? Thanks!,btohqsg
After scanning the QR code  make sure to select paying with your card instead of LiquidPay wallet. Also ensure that you have sufficient credit limit (or money if you're using a debit card) before making the transaction,btohqsg
Will there be any admin fees incurr if use credit card link to liquid pay?,btohqsg
Amaze card is only applicable for overseas usage right? Local spend do not entitle for any instapoints?,btohqsg
It might have to be on Google or Apple Pay. Your biometrics are as good as your signature,btohqsg
Cimb master to amazeUse on local spending do we earn point on both cimb master & amaze ? Like paying for retails & NTUC?,btohqsg
Yep local no points but convert your spend to online spend,btohqsg
Just to share  confirm with bank. Indeed Shopback transaction is eligible for cashback. Even if using their paylater feature.,btohqsg
Hi does anyone know if SC smart cc 6% cashback is a promo rate or permanent one?,btohqsg
Semi-permanent. They seem to be extending year-by-year.,btohqsg
How do we notified on promo such as this? I don't recall receiving this notification for promo from OCBC.,btohqsg
Dont think they notify individually  but I happened to see on their website-https://www.ocbc.com/personal-banking/cards/365-cashback-credit-card,btohqsg
Now just worried that the additional cashback isn't coming in  cos only the card cashback is in so far 😕,btohqsg
Silly question. Does IRAS allow monthly payment of taxes manually (ie via AXS) or is monthly option only available via GIROThinking of using Amex + GrabPay MC,btohqsg
split to GIRO monthly installment  pay using other means before 28th in previous month for payment to be processed in time to avoid giro deduction,btohqsg
Hi experts  for those self-employed personnel income is submitted yearly to IRAS  does it affect us when applying for flat in the future for those that submit less income,btohqsg
1. amaze no points for local2. Please read CIMB World mc on what are the eligible categories,btohqsg
For SEP  need to take 30% haircut OFF* annual income for assessment (guideline  not fixed rule). So don't underdeclare as it is also a chargeable offence,btohqsg
There is Liquidpay *via* Credit Card  Liquid Cash  Liquid Account.Only Liquid account can pay through Paynow QR. which also means no hack.,btohqsg
