text,group
Enter the next message in Google maps,btohqsg
I know a couple them in both sg and JB though who are good. PM me if U like to know more.,btohqsg
all of these under my block,btohqsg
jek same kerete yg aku nmpk,btohqsg
My carousell buyer pulled up in this😮‍💨,btohqsg
I was expecting like some Corolla or what sia at most HAHAH,btohqsg
will look even nicer in a few weeks,btohqsg
he going for iAM so yall can see the spiced up version of this😋,btohqsg
who gg first day ? on iam,btohqsg
i cnnt get in the website bruh,btohqsg
then buy on the day it self,btohqsg
i got buy before last yr,btohqsg
Anybody good at filming rollers pm me,btohqsg
Long time no hear the name,btohqsg
Then he also when for false carmeet,btohqsg
got one malaysia r34 the plate is ur34 if im not wrong,btohqsg
Looks like a gtr from the fenders but I can't say for sure,btohqsg
I went to Speedo car meet too,btohqsg
Hi all  We are hosting our car boot sale 4 together with merchants such as Lufi and Mafra. Do drop by our shop this Sunday!Thanks admins once again ❤️,btohqsg
Finally the kit car looks like a car,btohqsg
Idk my porsches but this is nice,btohqsg
or is that just an Audi Coupé,btohqsg
I'll pm you the pic of it,btohqsg
No way there is more than one in Singapore,btohqsg
thats the only unit if i rmb,btohqsg
i think we used to have 2-3,btohqsg
I searched one Google its a 1/400,btohqsg
It could be that one and he probably specced it,btohqsg
We were just talking about it yest@ArghMeinGott,btohqsg
this is a certain car collector's unit 👀,btohqsg
btw   May I ask where is this?,btohqsg
Ofcourse can ask  but I cannot say ah sorry bro haha later all the carspotter all go,btohqsg
There's a reason why I block out the shop names haha,btohqsg
Got ppl go take off cover and SIT inside also. Knn,btohqsg
So don't want to make it worse haha,btohqsg
later they blame u sia 😭💀,btohqsg
think he got flamed damn jialat iirc,btohqsg
i've heard of tiktok xdd going into workshops to ask if they can sit inside,btohqsg
didnt he remove the cover or sumn,btohqsg
> covered for a reason> uncovers the cover> smart,btohqsg
Got alot of jdm there ah but alr got carspotters coming to disturb disturb alr so cannot reveal loc alr,btohqsg
ah yes the usual dust graffiti,btohqsg
also those rims on the alphard go hard,btohqsg
inb4 someone bribes u for the loc,btohqsg
Then imagine if I reveal loc in this gc LOL,btohqsg
all the psle and lower sec kids cfm run to see one,btohqsg
Don't know what you're talking about,btohqsg
i add in signed valentino rossi helmet,btohqsg
Hazel why u asking ppl for bj,btohqsg
How will this affect Lee Kuan Yew's legacy?,btohqsg
which generation of Legacy did LKY own,btohqsg
Surprised no one mentioned the r32 photobombing LOL,btohqsg
Sneak peek preview of my video edit,btohqsg
Will send in with music and merge,btohqsg
but iw see gen 1 fit,btohqsg
sad we dont have first gen superleggeras,btohqsg
Nothing to do so I made this randomly. Haha,btohqsg
Where Bulls meet People  People meet Bulls@unicornfinancialservices@lamborghinisingaporeofficial#lambogang#lamborghini#lambolove#lamborghiniaventador#lamborghinigallardo#lamborghinilover#runningofthebulls#bullsnation#bulls#carsunlimited#carswithoutlimits#carsovereverything#carssg#sgcarshttps://www.instagram.com/reel/CvP-ZISAqny/?igshid=M2MyMzgzODVlNw==,btohqsg
"This bull""shit"" is lit and gorgeous 😍#lamborghini#aventador#unicornfinancialsolutions#club1200#lamborghinilover#carsdaily#carsunlimited#carswithoutlimits#carsovereverything#cars247#cars4life#carssg#carspotter#supercar#supercarlifestyle#supercardaily#supercarblondiehttps://www.instagram.com/p/CvQ7AknRKi0/?igshid=M2MyMzgzODVlNw==",btohqsg
you send this in this chat for..?,btohqsg
yeah dk why they send in car chat for no reason lol,btohqsg
was this the Lacetti in other markets?,btohqsg
used to have one that came under my block regularly.. wonder how its doing now,btohqsg
to find one is harder than finding a supercar,btohqsg
I bet 95% of ppl here dont know what it is unless they google it haha,btohqsg
I rmmbr the taillights had similar shapes to the evo4/5/6,btohqsg
maybe i just havent noticed since they look like traffic anyways,btohqsg
but the tuscani doesnt. for sure,btohqsg
i only noticed them because of TG,btohqsg
shi i tot it was a senna,btohqsg
i meant to type wrong gc 😭 i sent smth before this,btohqsg
Artura is one of the comfy supercars but bed is an overstatement LOL,btohqsg
Bro it is not a horse car,btohqsg
go along with it im being satire,btohqsg
bruh im gonna try n get liverpool players signature 🙏🏼🙏🏼🙏🏼,btohqsg
The Hyundai jetz was so ugly but iconic,btohqsg
bro gt someone did this also,btohqsg
The malay guy from tiktok one leh HAHAHAHAHAH,btohqsg
DONT REMIND ME OF THAT ONE,btohqsg
That one i sell on OF make $0,btohqsg
u wilding pe eh but srs i also kena sia,btohqsg
i should lob one of my ears off,btohqsg
isnt if you play scissor paper stone but both player choose scissor,btohqsg
are u a visual learner ?,btohqsg
i love the smell of gas and rubber,btohqsg
okay next week friday   tampines hub,btohqsg
the smell of 98 and PS4S yum,btohqsg
So we still gon end up not studying or what 💀💀💀,btohqsg
Dont fall for it its a trap boh,btohqsg
bro study la cb i got exam,btohqsg
talk to me when u pump ur fd2r,btohqsg
Year's most impt exam coming in a few weeks and I haven't studied the past few weeks,btohqsg
even better i recording the entire sesh marc yr done for,btohqsg
But I only got one laptopp,btohqsg
u can study on my broken ipad,btohqsg
but u know what i have,btohqsg
I gon end up playing around with the apple pencil,btohqsg
this is both of us tbf,btohqsg
u want i can buy ur 997,btohqsg
Ask him for his 1/12 bro,btohqsg
Powderful member got money talk abt 997's,btohqsg
no thanks i am getting more than the 997 value soon,btohqsg
i tempted get the 1/12 TSM Ueno F1 tho,btohqsg
Next thing you know@adhpostgon buy 1/3,btohqsg
I over here only can afford poster of civics😔,btohqsg
he aint getting 1/1 for sure,btohqsg
i no money for the 1/5 engine,btohqsg
"is that ""mini car company"" wtv 1/2 scale?",btohqsg
Sorry la guys i just love the honda steam somuch,btohqsg
wait till you see the accord wagon,btohqsg
been eyeing DBS Works 1/4 scale S70/2,btohqsg
why they didn't make a Euro R estate,btohqsg
is it not your generation one,btohqsg
I know deekosh idk amouse lee,btohqsg
Why u delete the first text it was so much better😔,btohqsg
look like kena langgar by hiace,btohqsg
dont even read the news smh,btohqsg
wow my dream is to be punched by marc,btohqsg
iw see if 21NM DD wheel makes my punch stronger,btohqsg
Realistic goal iw see this happen nxt meet i make a tiktok out of it,btohqsg
i use tiktok to see K20A pulls only,btohqsg
and old merc clips with cheri cheri lady in the bg,btohqsg
I'm thinking if I should do a shoot with dc5r  cl7r and fd2r,btohqsg
yes pls invite me along so i can steam inside,btohqsg
whats the smelliest mrt station in your opinion,btohqsg
Dei sometimes smell like heaven sometime smell like ass,btohqsg
maybe u smell ur own breath,btohqsg
u think u who i brush my teeth nt like u ok,btohqsg
how uk i dont brush my teeth..?.??.?.?.?.?.??.,btohqsg
You put ppf in yr teeth,btohqsg
Average car enthusiast joke in 1800s,btohqsg
so people dont know if its offensive or not,btohqsg
First pic I found sorry HAHAHAHAHA,btohqsg
Wah this is clean as fuck icl,btohqsg
i am Mugen enthusiast but yes,btohqsg
He talking about the pic not the joke,btohqsg
o wait u sent this elsewhere,btohqsg
no wonder i thought it was familiar,btohqsg
Ya he send in exssg HAHAHA,btohqsg
I saw in exssg chat only ah mb,btohqsg
eh its just some ex f1 driver guy,btohqsg
later ppl start selling larry chen signed condom,btohqsg
of course la but I just saying I dont rmmbr his name LOL,btohqsg
we all meet eo there what,btohqsg
we should meet again someday tbh,btohqsg
see how ah bro fucking far,btohqsg
if got ride back I come,btohqsg
okay ngl idt it'd come but Im willing to come anyw,btohqsg
oh its on a friday isiit,btohqsg
0808 start at sch timing meh,btohqsg
your sch end at 11pm isit,btohqsg
some people early morning alr rounding,btohqsg
If I go for bmw Sepang 0808,btohqsg
I read that with the guy voice HAHAHHAHA,btohqsg
when i read this i genuinely thought i was having a stroke,btohqsg
the audio play in my head cb,btohqsg
its like a viral thing ah some uncle,btohqsg
u go off mw alr ah,btohqsg
wht time u gg home sia,btohqsg
"i am ""chrome trim + tan interior"" enthusiast",btohqsg
alr nvm bro I also dk where to find the vid,btohqsg
i prolly overnight my friend place,btohqsg
got fucking stranded here after f1,btohqsg
see if my friend can drop me off,btohqsg
how are they overspending now fking catering isit,btohqsg
honestly  i think they throwing money at newey,btohqsg
but they are at the bottom of the food chain bro ppl just be thrashing them around and doing all sorts on thigs,btohqsg
i dont know what more cld they spend on their cars are literally good as it id,btohqsg
I have a friend who has a s13 with s15 front but he got into a minor mishap a couple of months ago so its full s13 200sx now,btohqsg
i thought it was 2023   if then itd make sense,btohqsg
even then their car is ass,btohqsg
theyd definitely overspend on the cars   realised it was suspicious and now their car's ass because they cant spend on development etv,btohqsg
knn merc threw money and the w13 and 14 are still godawful,btohqsg
its the guy in malaysian parliament saying fak you to the guy who asked him to speak in english,btohqsg
need provide bed for alonso la,btohqsg
cut hole in the bumper so the corner of the steps wont hit🤓🤓,btohqsg
never understood the bumper drilling thing,btohqsg
its like a DIY diffuser ah basically,btohqsg
ok we dont speak about the centenario,btohqsg
I need whatever lamborghini was high on when they made the centanario,btohqsg
they should've gone with the centenario styling,btohqsg
the sian  technica and revolting look fucking disgusting,btohqsg
i don't get why they made the Centenario with such a unique design,btohqsg
but never really followed the styling cues,btohqsg
instead they used the failed Sian's one  which obviously failed for a reason,btohqsg
even they fucked up the Countach,btohqsg
okay countach wasnt too bad I gotta say,btohqsg
just that it could've been better,btohqsg
it's like the Huracan. boring and VAG'd,btohqsg
revuelto.. looks alright. I mean they cant follow styling of one car forever  if not they gon become porsche. So they decided to switch things up. But the rear of the revuelto is where you loose me,btohqsg
never liked the front but fuck the rear is godawful,btohqsg
from the aventador  theres no more feel of the car wanting to kill you anymore  diablos and murcies are known to be raw and powerful,btohqsg
the front looks like someone crying with black makeup,btohqsg
but they have kept some of the rawness in the aventador,btohqsg
"i hate when manufacturers focus on performance over ""fun""",btohqsg
I'll take that as a compliment HAHAHAHH,btohqsg
sunoco leh bro  dont play play,btohqsg
So 8th night of course free what,btohqsg
F1 best to just walk towards mbs or Fullerton and take cab from there,btohqsg
Or if you can brave the sweat,btohqsg
Best is park mbs then drive home,btohqsg
I see your videos I thought my wifi problem lol,btohqsg
Theres a yellow supra in Yishun lol,btohqsg
