text,group
Everybody outside camping there i paiseh walk around,btohqsg
i was thr to vibe wif song,btohqsg
at night less ppl i dance,btohqsg
no offense bah. u look like mat,btohqsg
means u need change yr style,btohqsg
ok continue with your crocs and palm angles,btohqsg
CB IW THE T SHIRT LA,btohqsg
i wanted wear type r shirt hest,btohqsg
then my fren say all wear yp shirt,btohqsg
U wear type r I wear Hiace shirt,btohqsg
Nak Hiace tapi tak leh beli 😂,btohqsg
tkde nnti duit kau hilang all on baju palm angle kao,btohqsg
Boss  hiace aku nak macam tak legal lah..,btohqsg
Then aku gi nv350 je ah. Dalam lagi spacious for the same size pe,btohqsg
eh kau tinggal northside ke east,btohqsg
eleh   try tnye marsya aku cmne irl klo lpk,btohqsg
u yourself matrep u sked of other mats,btohqsg
ok sorry come lepak soon hais,btohqsg
Eh guys theres only 1 gtr in sg with a ver 2 lbwk silhouette bodykit right,btohqsg
Bro has a baller plate lmao,btohqsg
confirm ltr got ppl tiktok live the cars exiting right,btohqsg
shag i cannot be there but do lmk if theres a link to a live stream,btohqsg
cause i saw a tiktok show the gtr,btohqsg
i think its the same one,btohqsg
I took vid of a sto,btohqsg
guy dose anyone have the yellow su or with the engine cover on,btohqsg
plus can pm me the start up too,btohqsg
can u take a a vid for me pls,btohqsg
the purple engine thing to out,btohqsg
eh anyone of yall saw a group of retards near the gantry with subaru sign?,btohqsg
ok i be honest with u. the glitch transition make it lesser and the vids slow it down abit. other than that its nice,btohqsg
no wait i meant to slow it the entire vid down is it,btohqsg
becoz i mainly took pic that r soon going up on instagram,btohqsg
Anyone got photo of the Singapore Liberty Walk Huracan Spyder?,btohqsg
i tempted do again on the 22nd,btohqsg
go ahead la HAHA if uw,btohqsg
First time editing cars  hope it's decent 😅😅,btohqsg
its actually very good for a first edit bro,btohqsg
Hi all! From Australia and here for a few months.Would love to know what meets or events are coming up that I should go to!,btohqsg
New day  new meet!#TeamSCDwill be hosting another meet commemorating Deepavali at Pasir Ris Park Carpark C! Do come if you can and support!Date: 22 October 2022  SaturdayTime: 9PM till lateLocation: Pasir Ris Park Carpark CFor more information  do join their telegram!Telegram:t.me/SGCARDISCUSSION,btohqsg
NAWW FIRST TIME AND BETTER THAN MINE SIAA,btohqsg
enjoy your time here in SG!,btohqsg
ok means i gotta buck up on my editing skills,btohqsg
and have been on FYP again,btohqsg
u take my fyp spot right 😡😡😡😡😡,btohqsg
I hope to! thanks for sharing,btohqsg
bro films better than me and i been filming cars since 8months ago 😭😭,btohqsg
Dun worry  I cannot even do a simple panning shots 😂,btohqsg
i can film good but im using a shitty phone so 💪🏻,btohqsg
probably still better than me 😅,btohqsg
Yall got see this incident from last Friday right?,btohqsg
Why u nvr send him 14 Oct meet,btohqsg
Taxi driver don't see that lorry need more space to turn.,btohqsg
@andreanthony98ignore the very bad poster HAHA its a actual meet,btohqsg
Yes  this is a legitimately professional poster and 100% well designed. In all seriousness  this is a very well done poster to announce a… “car mit!” by@thebedokriderand the poster is even designed by@nadhirelbaba!It will be at Kallang Decathlon on 14 October 2022 from 11pm onwards! Do come if you’re interested! As usual  do follow basic courtesy rules and guidelines when attending a car meet!,btohqsg
oh shit mb welcome to singapore,btohqsg
ask ur mat frens to like,btohqsg
thanks! I'm sure you all will live up to the hype,btohqsg
next time bring send it flag,btohqsg
i search on my best friend aliex,btohqsg
what if i buy white flag then write down on my own,btohqsg
@k4gesntg wrong with me holding a flag thats with the car brands right at the meet?,btohqsg
idw kena scolded js for that,btohqsg
i buying the checkered flag as a joke also,btohqsg
so when everyone going i js swing the flag,btohqsg
must put the plate design also,btohqsg
suggest you go ask them first,btohqsg
wahh yall buying flags i oso like want HAHA,btohqsg
come say which flag uw i buy,btohqsg
iw hang in my room and pass some to friends,btohqsg
idt ill be free to collect it anytime soon so ya,btohqsg
For my S4 group  by godsendworx who does custom radiator guards,btohqsg
can i use this clip ?,btohqsg
I like the mazda 6 estate 👍🏽,btohqsg
Well.. I guess I'm into practical cars that look good,btohqsg
is there any meets coming up?,btohqsg
One gear shift and the crowd infront is fucked,btohqsg
My house Msc rooftop  got school beside so the kids can enjoy and neighbours can complain 😥,btohqsg
wanna pick a fight mate 🦵,btohqsg
Dont ah i was with them,btohqsg
were u the one with small camera and navy blue shirt,btohqsg
I planning to upgrade cam soon,btohqsg
comment on my tt again HAHAHAHA,btohqsg
i have a small sony idk if i wna bring out or not,btohqsg
I asked the guy clearing out the banners and he happily gave it to me,btohqsg
I got recommendation from mr financialmistakecopen to buy it,btohqsg
But i fkn broke knn 😭,btohqsg
then shout shout like no life at gantry,btohqsg
I first use phone camera for my first ever meet,btohqsg
eh can send me the clips?,btohqsg
Can can wait i shit first,btohqsg
i love when car do smelli farts,btohqsg
only fart that i will sniff,btohqsg
I bring my frozen chicken thr can,btohqsg
Ask karrusa and sherms to rev battle again,btohqsg
Cook my chicken while at it,btohqsg
My parents gna kill me bro,btohqsg
My eldest sister curfew alrdy at 12+,btohqsg
sokay laa. I'll try and go take some vids for u,btohqsg
Eh one of yall there try to hook my sisters up,btohqsg
u asking us to hook them up or....,btohqsg
Yall go ask for my sister ig 💀,btohqsg
i think someone actually did asked them,btohqsg
eh bro u how old ah?,btohqsg
I forgot to share my fav car,btohqsg
All the stncsg cars were SEXY,btohqsg
stnc 833 and levorg carried this event,btohqsg
oh all the haram cars were towed or put on trucks ah,btohqsg
i thought they were allowed to drive for a few days,btohqsg
Save fuel/avoid chances of getting langgar by bluesg maybe,btohqsg
Well. If can drive it won’t be haram mah,btohqsg
i missed a year of sch,btohqsg
anyone got more backfire popop clips frm the iam send me pls thanks,btohqsg
jage². i corner knee touch ground tau,btohqsg
means u also need knee touch ground while i corner,btohqsg
i hate the amount of maintenance u must do,btohqsg
so kao paitao skola ah ni,btohqsg
sec 2 for my sch xde skola,btohqsg
kk da agak nye kao sec 2,btohqsg
feel free bro! just go only,btohqsg
ok sorry i like lc135 now,btohqsg
Hi anyone has people holding subaru flag photos,btohqsg
Ya i want to trend them,btohqsg
Hello peeps! 👋Just a short introduction- I am from Octane motors  a car dealership that specialises in used cars. And we hope that you would allow us the opportunity toconsignyour car 🚙🚗🚘🛻WHYchoose us?✅ We do not charge any fees. We undertake ALL advertising and marketing cost associated with the sale of your car✅ You are able to drive your own car as per normal. We will schedule appointments at your convenience✅ You will be able to get a much better price than trading in or selling to a used car dealer.✅ All paperworks will be settled by us so you won't feel headache to do all these!✅ We will offer a rebate of up to 💥$500💥 upon successful sale of your car!If interested do PM me 🤗,btohqsg
IM LITERALLY THE GUY HOLDING IT,btohqsg
i was the golf next to the revving miata,btohqsg
one guy started getting sturdy frfr,btohqsg
If not for subaru  I wouldn’t like cars today,btohqsg
did u hear the revving golf,btohqsg
My uncle drove a blobeye back then when i was k1  I absolutely fell in love,btohqsg
my fav one from the subie is the meaneye,btohqsg
anyone saw a guy walking around in a cast,btohqsg
I was js there with my classmates haha,btohqsg
Wish we could turn back time,btohqsg
at kallang decath ? what time tho,btohqsg
See yall there!! Im bringing my biker frens there haha,btohqsg
Moto rxz ke? R15 je ke?,btohqsg
Idk if i inviting the R15ERS onot,btohqsg
Cuba ask je ah? Worth a shot. Last time S4 ride banyak juga,btohqsg
I see my grp who cfm,btohqsg
Idw riders kene tp ke ape,btohqsg
As much as i want it to be a big grp,btohqsg
Kalau tak split up tau eh,btohqsg
Mmg tau but tat means each grp kene ade first rider,btohqsg
Idk who i trust enuf to bcome tat,btohqsg
If small grp i can manage,btohqsg
Last rider ik who to appoint,btohqsg
Kalau aku boleh  aku marshal sekali,btohqsg
Kalau banyak2 grp aku takot kekok,btohqsg
So i think i gonna cap it at 20 bikes kot,btohqsg
i got W orks engineering sticker on it too,btohqsg
ur 2nd pfp u engraved ur gf name is it?,btohqsg
