text,group
10 leads enquiry about a min ago,btohqsg
so is which fruit he can produce fastest?,btohqsg
Ah  it's your bad then 😂😂,btohqsg
I accidentally write wrongly only then you all make fun of my mistakes! This is not right.,btohqsg
I read what is written yo. You wrote wrong it's my fault meh? Walau,btohqsg
But let me tell you is not produce is products! Okay!!!,btohqsg
I accidentally write wrongly only then you all make fun of my mistakes! This is not right.,btohqsg
And you call freely call other people idiot and dumb ass?! Omg!,btohqsg
I pointed out one time only. Why you keep spamming??!!  Then this is right ah?,btohqsg
some ppl cannot tahan being poked abt their small mishaps and want to gain ground in argument,btohqsg
Ya lor. I asked according to what he had written. Not to make fun of him. So sensitive 🙄 didn't even thank me! Ah well... Bye guru,btohqsg
My apologies for that  do note that as a business  you'll have to keep an open-mind by being gracious and crack some jokes man..,btohqsg
Vinyl tiling v easy leh. Just peel n stick,btohqsg
Those who have a local diploma and still looking for a office job?Fret not!We can assure you a position in our team!!! With or without experience may apply!!!Minimum basic salary $2500-$3500 not even including commission and incentives!!! EARN UP TO $5000 monthly!!!!!HURRY UP PM ME! LIMITED POSITIONS AVAILABLE !!!Join us now!!!!Pm me for enquiries!,btohqsg
of course  cannot be sell T.V. or Radio rite..,btohqsg
What stocks are positional and long term investors buying these days?,btohqsg
Anyone wants to discuss the opportunity in starting small business idea please pm,btohqsg
Stocks need so much capital n need wait so long to maybe earn abit,btohqsg
you may like to assume respective index as reference?,btohqsg
But better than bank interest rate,btohqsg
But the time u put to research wad stocks to buy might as well go out n drive grab,btohqsg
N no need to worry if the stocks u bought is ok or not,btohqsg
Maybe it’ll earn more money than the dividends and capital gain,btohqsg
simply put  you want SG equities looked into STI etc.,btohqsg
So look at the Sti components,btohqsg
Waste time researching. Just drive 1 hour $90 then go home sleep better,btohqsg
I guess the idea is about putting money to work for you.,btohqsg
Definitely from the start it gonna be quite insignificant unless you have huge funds to start off with.,btohqsg
Too slow too little returns n need too much capital,btohqsg
uhh  generally safer in due to liquidity and market cap,btohqsg
☀ *_Parc Canberra EC_* ☀💁🏻‍♀Long awaited new EC in the North‼️_*Up and coming Executive condominium Parc Canberra D27 in 2020 by HoiHup Realty and Sunway Group!*_ 🌈*This will be a SELL OUT project.*WHY?1. Last EC launch in the North was 3 years ago!😱2. Last PTE Condo launch was 4 years ago!😱3. Many Flats in the North going to MOP very soon.😉4. The only EC launch near to MRT (350m away) for the last few years (2017-2020)😎5. ECs are about 20% cheaper than private condos!!!🚇Brand new MRT open in 2019🏥 Polyclinic🏋🏻‍♂ Largest Active SG gym🛣 New north south corridor expressway_*Bedroom Types*_🔵2BR+S (B1-G)829sqft1 unit🔵3BR (C1  C2  C3)818sqft - 926sqft77 units🔵3BR+Utility (C4  C5)926sqft - 947sqft168 units🔵3BR+Utility+Yard (C6  C7  C8)947sqft - 1001sqft182 units🔵4BR+Utility+Yard (D1  D2)1152sqft - 1184sqft57 units🔵5BR+Utility+Yard (E1)1453sqft11 unitsDon’t miss this rare opportunity to leverage on the pent-up demand in the north!HURRY  take action now! 🏃🏻‍♀🏃🏻‍♂Julian Neo97719591PropNex Realty,btohqsg
Hi guys  executive condos are a worthwhile real estate investment vehicle for first timers/hdb upgraders due to government subsidised land  Hence Low entry price for a private property. This EC is expected to launch at about $950 psf which is more than 20% cheaper than private new launches! Feel free to contact me at97719591for a non obligatory financial calculation for this real estate investment option :),btohqsg
Some cabinets n sink only $4000,btohqsg
Just to spread and support my cousin business,btohqsg
Quality in terms of worksmanship  materials  service or all of above,btohqsg
Ap royal oakshore1:1 boutique grade$585 ( full packaging + meetup),btohqsg
Office job leh. Indoor agent? 🤔,btohqsg
🤷‍♀Maybe telemarketer? Looks like got incentive bonus or comm de,btohqsg
kena alerted and dk wad happen,btohqsg
Asking you to checkout the signal message lah,btohqsg
Just because the admin kicked you out of the group for advertising your ‘ forext trading ‘ you’re here using a girl’s photo to advertise? haha,btohqsg
same profile picture as the ‘ guy you promoted? ‘,btohqsg
hopelessly commenting about yourself using a girls photo,btohqsg
Does netiizens do meetup to discuss account management?,btohqsg
how lonely can you possibly be :),btohqsg
ofc no he is only 17,btohqsg
and of course hunting for girls lolll,btohqsg
He must be a billionaire now? 😱😱,btohqsg
Don't use mental  use calculator more accurate,btohqsg
Handsome? Show photo I see if you are telling the truth,btohqsg
