text,group
Tanglin Halt Cascadia (Queenstown) BTO Oct 2023 chat recently got deleted. Invitation to join new chat.https://t.me/TanglinHaltCascadia,btohqsg
Confirmed wrong  all these are based resale transaction.Now 4 room BTO most expensive is 730 k only,btohqsg
@xfcvsdgfsv1@dgscvbsvs1kindly add this to the long list of official BTO projects 🙏 ♥️,btohqsg
Hi  anyone have group chat for Tanglin Halt Cascadia project?,btohqsg
Hi  these are not the admins  likely spammers from past history (have removed them from the group).Regarding adding this to the list  have reached out to those managing their lists if they would mind adding it  then the list can be forwarded hereEDIT: see below for the list managed by SM,btohqsg
💬Group Chats for ongoing/upcoming BTO ProjectsFEB 2023 BTO-details» Kallang/Whampoa:@kallangwhampoafeb2023bto/@farrerparkfieldsfeb2023bto» Queenstown:@queentownfeb2023btoMAY 2023 BTO-details» Bedok:@bedokmay2023bto» Kallang/Whampoa:@kallangwhampoamay2023bto/@farrerparkarena» Serangoon:@serangoonmay2023bto» Tengah:@tengahbto/@tengahmay2023btoOCT 2023 BTO-details» Choa Chu Kang -@choachukangsep2023bto» Kallang/Whampoa -@kallangwhampoasept23» Queenstown -@queenstownoct2023bto/@tanglinhaltcascadia» Tengah -@tengahbto/@tengahsepbto2023/@tengahoct2023btoDEC 2023 BTO-details» Bedok -@bedoknovbto2023» Bishan -@bishannov2023bto» Bukit Merah -@bukitmerahbtodec2023» Bukit Panjang -@bukitpanjangbtonov2023» Queenstown -@queenstowndec23bto» Woodlands -@woodlandshousing/@woodlandsbtonov2023UPCOMING/ IN REVIEW» Bayshore:@bayshore2024» Greater Southern Waterfront:@greatersouthernwaterfrontbto» Mount Pleasant:@btomountpleasant» Woodlands North:@woodlandshousing/@woodlandsnorthbto20xxLast Reviewed: 21 Nov 2023  10:43 PM__<List compiled by@btoapptdates>,btohqsg
yes  i would suggest using past bukit merah bto as a gauge  such as alexandra vale which price capped at around $705k.,btohqsg
Hi there  is there an updated link for YCK Beacon group?,btohqsg
Hi is there an updated link for YCK Beacon group?,btohqsg
Good day! I am unable to access this as it is expired and would need help  thanks much,btohqsg
U try join again  I think something went wrong.,btohqsg
Anyone is a member of this group and can write to admin please? I was banned without any reason.,btohqsg
It shows I'm banned although I didn't do anything at all  just reading and I applied for Rail green project,btohqsg
Maybe the bot ba. You try to go in again,btohqsg
hey guys I created this chatbot to help with summarising information about the latest BTO launch since i was getting overwhelmed with so much information 😅   feel free to try it out! (its free with the caveat that you need a chatgpt premium subscription)https://chat.openai.com/g/g-5Mjmqdwle-bto-helper,btohqsg
