text,group
i prefer using my in-car google maps being projected on my dashboard,btohqsg
but going back to jdm will make you damn spoilt ah 😂,btohqsg
like sometimes got those voice commands,btohqsg
bro the worst is gesture commands,btohqsg
they dont pick up singaporean accents very well,btohqsg
i use once cos i bored,btohqsg
I think ghost black badge suits you more,btohqsg
or continental  GT  a man can dream,btohqsg
Oooh the new one is a dream,btohqsg
Waiting for ppl say “It’s a VW”,btohqsg
But vw spectrum very wide already,btohqsg
You don’t own a Bentley to feel rich. You own a Bentley because you ARE rich.,btohqsg
wah made me fall in love,btohqsg
the top gear australian special also made me fall in love with the conti gt,btohqsg
Bentley Arnage Birkin  1 of 49 in the world,btohqsg
can feel the britishness just from a pic,btohqsg
eh the cat very cute ahhahahah,btohqsg
not the normal 6.75L in the original arnage  uses a 4.4L from BMW,btohqsg
https://www.sgcarmart.com/used_cars/info.php?ID=1086711&DL=3381nice car if you like pops and bangs... and the occasional piang,btohqsg
MU not yet replaced so good luck,btohqsg
In case you missed it  here's a summary of what we posted today!🚗💨Local NewsTotalEnergies is offering free electric vehicle charging come national day➡️Read ithereFeaturesCelebrate Singapore's 57th birthday with these cool convertibles!➡️Read ithereCar AdviceBeyond sticker shock: Running costs first-time car owners must consider➡️Read ithereUsed Car ListingVolkswagen Jetta 1.4A TSI (New 10-yr COE)🇩🇪➡️View ithere,btohqsg
New good leather. Fresh leather smells 👃,btohqsg
Idk which gen is this but i see 7 speed dsg  untouched factory MU  horrifying,btohqsg
OMG your richness knows no boundaries sir.,btohqsg
12k is quite an attractive depre ngl. Half the price of a FD2R,btohqsg
@Jingxunncan have pets.No one wants to hit a hearse😅,btohqsg
the only flavoured/fragrant air we like is air with the smell of petrol,btohqsg
Alot of people got rich especially during last 2 years,btohqsg
Then they eat bread everyday ah?,btohqsg
Full loan is really...... Just not worth it,btohqsg
some conti cars upfront cheap but then maint and reliability will eat u in the backside unexpectedly often,btohqsg
panamera  maser gt and scirocco are some of em,btohqsg
please for the love of god,btohqsg
which is a very small number,btohqsg
Nobody how much maintenance will cost,btohqsg
That one depends on the mechanic u choose,btohqsg
Sirocco Vs golf GTi? Which better,btohqsg
I read somewhere golf after 2017 maintenance will be lower as they are reliable,btohqsg
girls will see two doors men will see the gti badge,btohqsg
After driving 2 doors man I love 2 doors I have to admit,btohqsg
Backside itchy to upgrade to conti,btohqsg
i backsided itchy and went to 4 series end up go back to jap hehehe,btohqsg
Y u all love ex car,btohqsg
work ur a$$ off but don’t ever sell ur a$$,btohqsg
I open top  xmm open top. End of,btohqsg
Life is short......we strive to enjoy at max cost that we can afford,btohqsg
once upon a time my family owned cayenne too,btohqsg
until it kena written off mwahahaha,btohqsg
write off as in kena accident,btohqsg
For sure  just that you might save yourself from getting one with a dead MU,btohqsg
