text,group
No only listing will be shown at 10am tmrw,btohqsg
They will also announce when is the application date,btohqsg
When will doverbto date be announced,btohqsg
but not in feb i guess,btohqsg
Is there any SBF group chat for nov?,btohqsg
Yea several ppl are saying they got it today,btohqsg
Tells u results will be out soon,btohqsg
Yea just acknowledgement  but usually also means results will be out in a few days,btohqsg
During May  i got the letter on a weds  results came out on friday,btohqsg
Haha just wait and see lor,btohqsg
But may one the 2pm final was on tues,btohqsg
Frm hdb pov  i wud think itll be advantageous to release the results earlier so more ppl have more time to consider OBF  haha,btohqsg
then lets hope is fri lo,btohqsg
if not then just another 2 days ba,btohqsg
pretty sure will be by obf application,btohqsg
Can singles apply OBFflat 3R and larger?,btohqsg
Thanks alot! Seems it has the same rule as BTO.,btohqsg
Hi guys  is there a telegram group for Garden Vines project at Tengah? Thanks in advance,btohqsg
Hi guys any groups for parkedge bidadari?,btohqsg
eh need to pay resale levy from resale to BTO?,btohqsg
Yes if ur resale flat is purchase with hdb grants,btohqsg
if no grant no need hor,btohqsg
Morning everyone! Is there any group for Costa Grove project at Pasir Ris? Thank you!,btohqsg
I'm using the Sony cans xm4  shiok,btohqsg
I didn't got it through cc,btohqsg
I’m using 1000-xm3  heard sound quality very similar if you’re looking for a cheaper option per se 😅,btohqsg
Yea haha if you use bluetooth eill be similar i think,btohqsg
Cause bluetooth doesnt output AAC iirc,btohqsg
Me  got mine from amazon. Everywhere oos 😂the noise cancellation is superb.. better than airpods imo,btohqsg
ldac also have but depends on your HP,btohqsg
only thing better is the battery on the predecessor,btohqsg
Cause i was using samsung at that point when i bought,btohqsg
But i was thinking of changing phonr,btohqsg
for best isolation  invest in a pair of custom IEM,btohqsg
Cause i was using airpods pro also,btohqsg
quite wise as in  the price is already stable and some more new successor is coming but if I were you I might as well bought it after the release of 13 series,btohqsg
Cause i thought 12 would change to 120hz,btohqsg
was thinking to hoot airpod max at $500 months ago lol,btohqsg
compare to others selling at $600+  so was quite tempted,btohqsg
oh no la was referring to whxm3,btohqsg
need to have my ears dig soon,btohqsg
custom in ear monitors meaning custom made earphones,btohqsg
haha I am fan of westone,btohqsg
please share if you got ballot result for Aug at 4pm onwards,btohqsg
someone on JE grp chat said they called HDB  and they said will release at 5-6pm today,btohqsg
dk for real or not haha,btohqsg
Not really sure is it true,btohqsg
and i didnt even get a number,btohqsg
Guys  is the 178 units of 3rm in hougang both areas?,btohqsg
But im more for kovan wellspring,btohqsg
