text,group
Bike is$3 and car is $5,btohqsg
How many jobs you gotten now,btohqsg
Knn any tips where to camp,btohqsg
Any tips to grab the order fast ?,btohqsg
Just get 1st tHg go bishan pu,btohqsg
Not get job yet now . Really jot more job now,btohqsg
So far I only did 1 only till now,btohqsg
Along the way seeing there is pu now order,btohqsg
Your finger must be super fast,btohqsg
I keep seeing order but fly like wind,btohqsg
I do 2gf and 2 lala,btohqsg
Gg today lala 1 only .gj 0 lolz,btohqsg
Pasir ris also have but no chance get the job,btohqsg
I pick up from swee Choon at 1230 pm and till 1pm then pickup,btohqsg
I always avoid swee choon during peakGot fool 3 times liao,btohqsg
I dun bother to risk unless its the last order,btohqsg
Guess so u wait there meaning u get the job first ?,btohqsg
Base by your location of the vendors ?,btohqsg
Meaning fast finger grab the job,btohqsg
I need to get the hang of it,btohqsg
Jobs r classified into district sectors,btohqsg
Ok this I understand. I put East,btohqsg
Of coz laU put east then they show u only east la,btohqsg
And if u r not in the east..... Others in the east will have a +4sec advantage over u,btohqsg
Btw u all got paste lalamove stickers? They will credit in wallet right ?,btohqsg
Not for meI find it very ugly  distasteful and since i dun hit incentives... No pt getting it,btohqsg
True   but can take 50 every month,btohqsg
But my friend jio so I stick till now only get one job,btohqsg
Stick or not does not indicate priority,btohqsg
Nvm after that then tear off Lo hahahah,btohqsg
Can pump full tank for me tho so ok la,btohqsg
Ok la I go rest first   later then do panda Liao . Lalamove hard to get,btohqsg
If u tear off must tell themDun let them find out... Got people kena liao,btohqsg
Will the sticker affect the car’s paint,btohqsg
I pk at 6pm..last job at 6pm,btohqsg
Got job can liaoSend cowdung alsp must do,btohqsg
What is the earliest job in the morning,btohqsg
Off to last jobTotal net 179.55,btohqsg
Look like covid 19 is not affecting u,btohqsg
Yes it doesU think everyday the same meh,btohqsg
I have a job tmr at 12pm shenton way to Holland V. Wondering anyone keen to take over?,btohqsg
Hi dewCan send me the job details,btohqsg
BTW  I'm the guy u met at Watten yest,btohqsg
No idea man hahaGo central n camp there,btohqsg
From 8am I on  only few only,btohqsg
At this time should hv a lot..but today bit by bit only,btohqsg
Secure 4 x advance jobs today1230133016001730,btohqsg
If current jobs sometimes hard to get,btohqsg
Recommend by friend to send for a restaurant every day . 5 deliveries for S$55 net .,btohqsg
If take all 5 at one go and send?,btohqsg
